X[mm],Y[mm],Z[mm],Bx[mT],By[mT],Bz[mT]
254.38, 160.48, 227.12, -47.521000, -2.019000, -0.080000
263.33, 160.48, 227.12, -47.525000, -2.019000, -0.073000
272.27, 160.48, 227.12, -47.524000, -2.013000, -0.090000
281.22, 160.48, 227.12, -47.531000, -2.010000, -0.080000
290.17, 160.48, 227.12, -47.542000, -2.001000, -0.079000
299.11, 160.48, 227.12, -47.546000, -1.980000, -0.081000
299.11, 151.53, 227.12, -47.546000, -2.001000, -0.086000
290.17, 151.53, 227.12, -47.539000, -1.994000, -0.093000
281.22, 151.53, 227.12, -47.537000, -2.002000, -0.081000
272.27, 151.53, 227.12, -47.531000, -2.012000, -0.080000
263.33, 151.53, 227.12, -47.525000, -2.019000, -0.082000
254.38, 151.53, 227.12, -47.520000, -2.019000, -0.085000
245.43, 151.53, 227.12, -47.520000, -2.024000, -0.074000
236.48, 151.53, 227.12, -47.519000, -2.033000, -0.081000
227.54, 151.53, 227.12, -47.519000, -2.037000, -0.079000
218.59, 151.53, 227.12, -47.522000, -2.034000, -0.074000
209.64, 151.53, 227.12, -47.529000, -2.040000, -0.076000
200.69, 151.53, 227.12, -47.542000, -2.051000, -0.074000
191.75, 151.53, 227.12, -47.544000, -2.050000, -0.083000
182.80, 151.53, 227.12, -47.554000, -2.057000, -0.075000
173.85, 142.59, 227.12, -47.566000, -2.062000, -0.073000
182.80, 142.59, 227.12, -47.567000, -2.059000, -0.063000
191.75, 142.59, 227.12, -47.553000, -2.070000, -0.068000
200.69, 142.59, 227.12, -47.543000, -2.049000, -0.073000
209.64, 142.59, 227.12, -47.537000, -2.042000, -0.072000
218.59, 142.59, 227.12, -47.529000, -2.046000, -0.064000
227.54, 142.59, 227.12, -47.526000, -2.029000, -0.071000
236.48, 142.59, 227.12, -47.521000, -2.034000, -0.069000
245.43, 142.59, 227.12, -47.520000, -2.028000, -0.083000
254.38, 142.59, 227.12, -47.519000, -2.028000, -0.082000
263.33, 142.59, 227.12, -47.516000, -2.022000, -0.086000
272.27, 142.59, 227.12, -47.524000, -2.000000, -0.091000
281.22, 142.59, 227.12, -47.527000, -2.004000, -0.091000
290.17, 142.59, 227.12, -47.532000, -1.995000, -0.101000
290.17, 133.64, 227.12, -47.531000, -2.006000, -0.114000
281.22, 133.64, 227.12, -47.527000, -2.014000, -0.102000
272.27, 133.64, 227.12, -47.519000, -2.014000, -0.095000
263.33, 133.64, 227.12, -47.519000, -2.012000, -0.092000
254.38, 133.64, 227.12, -47.516000, -2.022000, -0.094000
245.43, 133.64, 227.12, -47.515000, -2.024000, -0.086000
236.48, 133.64, 227.12, -47.516000, -2.026000, -0.082000
227.54, 133.64, 227.12, -47.521000, -2.038000, -0.071000
218.59, 133.64, 227.12, -47.522000, -2.042000, -0.075000
209.64, 133.64, 227.12, -47.525000, -2.056000, -0.073000
200.69, 133.64, 227.12, -47.533000, -2.053000, -0.068000
191.75, 133.64, 227.12, -47.544000, -2.057000, -0.070000
191.75, 124.69, 227.12, -47.546000, -2.058000, -0.056000
200.69, 124.69, 227.12, -47.540000, -2.054000, -0.067000
209.64, 124.69, 227.12, -47.534000, -2.052000, -0.064000
218.59, 124.69, 227.12, -47.522000, -2.047000, -0.065000
227.54, 124.69, 227.12, -47.515000, -2.039000, -0.079000
236.48, 124.69, 227.12, -47.515000, -2.036000, -0.083000
245.43, 124.69, 227.12, -47.510000, -2.030000, -0.086000
254.38, 124.69, 227.12, -47.508000, -2.028000, -0.079000
263.33, 124.69, 227.12, -47.511000, -2.017000, -0.087000
272.27, 124.69, 227.12, -47.513000, -2.011000, -0.104000
272.27, 115.74, 227.12, -47.514000, -2.003000, -0.101000
263.33, 115.74, 227.12, -47.505000, -2.019000, -0.109000
254.38, 115.74, 227.12, -47.505000, -2.022000, -0.097000
245.43, 115.74, 227.12, -47.505000, -2.026000, -0.093000
236.48, 115.74, 227.12, -47.505000, -2.039000, -0.086000
227.54, 115.74, 227.12, -47.509000, -2.039000, -0.080000
218.59, 115.74, 227.12, -47.515000, -2.046000, -0.079000
209.64, 115.74, 227.12, -47.518000, -2.059000, -0.073000
218.59, 106.80, 227.12, -47.513000, -2.050000, -0.067000
227.54, 106.80, 227.12, -47.504000, -2.043000, -0.075000
236.48, 106.80, 227.12, -47.507000, -2.039000, -0.072000
245.43, 106.80, 227.12, -47.498000, -2.040000, -0.097000
272.27, 97.85, 236.07, -47.497000, -2.008000, -0.112000
263.33, 97.85, 236.07, -47.503000, -2.000000, -0.102000
254.38, 97.85, 236.07, -47.496000, -2.023000, -0.098000
245.43, 97.85, 236.07, -47.497000, -2.037000, -0.093000
236.48, 97.85, 236.07, -47.501000, -2.033000, -0.096000
227.54, 97.85, 236.07, -47.503000, -2.059000, -0.076000
218.59, 97.85, 236.07, -47.507000, -2.052000, -0.075000
209.64, 97.85, 236.07, -47.517000, -2.060000, -0.071000
191.75, 106.80, 236.07, -47.537000, -2.061000, -0.071000
200.69, 106.80, 236.07, -47.544000, -2.057000, -0.061000
209.64, 106.80, 236.07, -47.525000, -2.061000, -0.072000
218.59, 106.80, 236.07, -47.522000, -2.063000, -0.077000
227.54, 106.80, 236.07, -47.518000, -2.040000, -0.083000
236.48, 106.80, 236.07, -47.511000, -2.041000, -0.091000
245.43, 106.80, 236.07, -47.504000, -2.033000, -0.090000
254.38, 106.80, 236.07, -47.510000, -2.027000, -0.096000
263.33, 106.80, 236.07, -47.506000, -2.016000, -0.114000
272.27, 106.80, 236.07, -47.506000, -2.008000, -0.107000
290.17, 115.74, 236.07, -47.518000, -1.990000, -0.112000
281.22, 115.74, 236.07, -47.523000, -2.008000, -0.115000
272.27, 115.74, 236.07, -47.514000, -2.013000, -0.116000
263.33, 115.74, 236.07, -47.511000, -2.021000, -0.108000
254.38, 115.74, 236.07, -47.514000, -2.024000, -0.105000
245.43, 115.74, 236.07, -47.510000, -2.024000, -0.099000
236.48, 115.74, 236.07, -47.513000, -2.039000, -0.091000
227.54, 115.74, 236.07, -47.509000, -2.048000, -0.085000
218.59, 115.74, 236.07, -47.522000, -2.046000, -0.080000
209.64, 115.74, 236.07, -47.527000, -2.050000, -0.071000
200.69, 115.74, 236.07, -47.530000, -2.052000, -0.065000
191.75, 115.74, 236.07, -47.544000, -2.064000, -0.071000
173.85, 124.69, 236.07, -47.566000, -2.060000, -0.069000
182.80, 124.69, 236.07, -47.571000, -2.062000, -0.065000
191.75, 124.69, 236.07, -47.562000, -2.060000, -0.073000
200.69, 124.69, 236.07, -47.546000, -2.057000, -0.077000
209.64, 124.69, 236.07, -47.540000, -2.048000, -0.071000
218.59, 124.69, 236.07, -47.534000, -2.045000, -0.071000
227.54, 124.69, 236.07, -47.521000, -2.031000, -0.074000
236.48, 124.69, 236.07, -47.518000, -2.026000, -0.090000
245.43, 124.69, 236.07, -47.517000, -2.021000, -0.086000
254.38, 124.69, 236.07, -47.516000, -2.026000, -0.092000
263.33, 124.69, 236.07, -47.516000, -2.013000, -0.087000
272.27, 124.69, 236.07, -47.515000, -2.005000, -0.105000
281.22, 124.69, 236.07, -47.522000, -2.001000, -0.108000
290.17, 124.69, 236.07, -47.529000, -1.992000, -0.095000
308.06, 133.64, 236.07, -47.542000, -1.976000, -0.117000
299.11, 133.64, 236.07, -47.546000, -1.991000, -0.120000
290.17, 133.64, 236.07, -47.539000, -1.993000, -0.105000
281.22, 133.64, 236.07, -47.531000, -2.013000, -0.106000
272.27, 133.64, 236.07, -47.530000, -2.014000, -0.101000
263.33, 133.64, 236.07, -47.526000, -2.011000, -0.106000
254.38, 133.64, 236.07, -47.520000, -2.013000, -0.094000
245.43, 133.64, 236.07, -47.522000, -2.033000, -0.082000
236.48, 133.64, 236.07, -47.524000, -2.027000, -0.091000
227.54, 133.64, 236.07, -47.522000, -2.031000, -0.079000
218.59, 133.64, 236.07, -47.526000, -2.034000, -0.077000
209.64, 133.64, 236.07, -47.533000, -2.041000, -0.076000
200.69, 133.64, 236.07, -47.538000, -2.043000, -0.076000
191.75, 133.64, 236.07, -47.551000, -2.045000, -0.072000
182.80, 133.64, 236.07, -47.558000, -2.052000, -0.076000
173.85, 133.64, 236.07, -47.569000, -2.056000, -0.075000
164.90, 142.59, 236.07, -47.581000, -2.061000, -0.072000
173.85, 142.59, 236.07, -47.585000, -2.051000, -0.073000
182.80, 142.59, 236.07, -47.570000, -2.056000, -0.070000
191.75, 142.59, 236.07, -47.560000, -2.048000, -0.082000
200.69, 142.59, 236.07, -47.548000, -2.050000, -0.077000
209.64, 142.59, 236.07, -47.540000, -2.039000, -0.076000
218.59, 142.59, 236.07, -47.537000, -2.038000, -0.075000
227.54, 142.59, 236.07, -47.527000, -2.026000, -0.079000
236.48, 142.59, 236.07, -47.527000, -2.037000, -0.084000
245.43, 142.59, 236.07, -47.519000, -2.022000, -0.068000
254.38, 142.59, 236.07, -47.525000, -2.012000, -0.077000
263.33, 142.59, 236.07, -47.528000, -2.019000, -0.086000
272.27, 142.59, 236.07, -47.527000, -2.010000, -0.081000
281.22, 142.59, 236.07, -47.534000, -2.004000, -0.091000
290.17, 142.59, 236.07, -47.538000, -2.005000, -0.105000
299.11, 142.59, 236.07, -47.544000, -1.990000, -0.106000
308.06, 151.53, 236.07, -47.555000, -1.982000, -0.094000
299.11, 151.53, 236.07, -47.556000, -1.994000, -0.096000
290.17, 151.53, 236.07, -47.549000, -1.996000, -0.087000
281.22, 151.53, 236.07, -47.539000, -1.996000, -0.086000
272.27, 151.53, 236.07, -47.541000, -2.006000, -0.086000
263.33, 151.53, 236.07, -47.528000, -2.017000, -0.081000
254.38, 151.53, 236.07, -47.527000, -2.008000, -0.087000
245.43, 151.53, 236.07, -47.522000, -2.012000, -0.082000
236.48, 151.53, 236.07, -47.526000, -2.026000, -0.076000
227.54, 151.53, 236.07, -47.529000, -2.028000, -0.072000
218.59, 151.53, 236.07, -47.529000, -2.029000, -0.081000
209.64, 151.53, 236.07, -47.536000, -2.046000, -0.071000
200.69, 151.53, 236.07, -47.547000, -2.047000, -0.076000
191.75, 151.53, 236.07, -47.553000, -2.040000, -0.081000
182.80, 151.53, 236.07, -47.563000, -2.041000, -0.076000
173.85, 151.53, 236.07, -47.566000, -2.052000, -0.082000
164.90, 160.48, 236.07, -47.579000, -2.047000, -0.105000
173.85, 160.48, 236.07, -47.584000, -2.057000, -0.073000
182.80, 160.48, 236.07, -47.575000, -2.046000, -0.072000
191.75, 160.48, 236.07, -47.559000, -2.049000, -0.068000
200.69, 160.48, 236.07, -47.550000, -2.035000, -0.073000
209.64, 160.48, 236.07, -47.542000, -2.046000, -0.074000
218.59, 160.48, 236.07, -47.536000, -2.029000, -0.071000
227.54, 160.48, 236.07, -47.533000, -2.026000, -0.069000
236.48, 160.48, 236.07, -47.527000, -2.028000, -0.064000
245.43, 160.48, 236.07, -47.530000, -2.021000, -0.068000
254.38, 160.48, 236.07, -47.528000, -2.008000, -0.081000
263.33, 160.48, 236.07, -47.531000, -2.018000, -0.074000
272.27, 160.48, 236.07, -47.535000, -2.004000, -0.067000
281.22, 160.48, 236.07, -47.537000, -2.004000, -0.071000
290.17, 160.48, 236.07, -47.547000, -2.001000, -0.091000
299.11, 160.48, 236.07, -47.557000, -1.990000, -0.081000
308.06, 169.43, 236.07, -47.565000, -1.987000, -0.053000
299.11, 169.43, 236.07, -47.568000, -1.995000, -0.072000
290.17, 169.43, 236.07, -47.559000, -1.990000, -0.080000
281.22, 169.43, 236.07, -47.547000, -1.998000, -0.069000
272.27, 169.43, 236.07, -47.540000, -2.012000, -0.060000
263.33, 169.43, 236.07, -47.538000, -2.001000, -0.065000
254.38, 169.43, 236.07, -47.528000, -2.017000, -0.071000
245.43, 169.43, 236.07, -47.523000, -2.019000, -0.056000
236.48, 169.43, 236.07, -47.525000, -2.029000, -0.070000
227.54, 169.43, 236.07, -47.530000, -2.015000, -0.067000
218.59, 169.43, 236.07, -47.530000, -2.026000, -0.080000
209.64, 169.43, 236.07, -47.538000, -2.029000, -0.068000
200.69, 169.43, 236.07, -47.540000, -2.031000, -0.083000
191.75, 169.43, 236.07, -47.550000, -2.037000, -0.082000
182.80, 169.43, 236.07, -47.560000, -2.045000, -0.069000
173.85, 169.43, 236.07, -47.572000, -2.046000, -0.087000
164.90, 178.37, 236.07, -47.582000, -2.046000, -0.082000
173.85, 178.37, 236.07, -47.580000, -2.041000, -0.079000
182.80, 178.37, 236.07, -47.570000, -2.034000, -0.083000
191.75, 178.37, 236.07, -47.559000, -2.041000, -0.079000
200.69, 178.37, 236.07, -47.553000, -2.036000, -0.075000
209.64, 178.37, 236.07, -47.541000, -2.033000, -0.075000
218.59, 178.37, 236.07, -47.532000, -2.033000, -0.076000
227.54, 178.37, 236.07, -47.528000, -2.019000, -0.064000
236.48, 178.37, 236.07, -47.529000, -2.012000, -0.056000
245.43, 178.37, 236.07, -47.525000, -2.019000, -0.068000
254.38, 178.37, 236.07, -47.526000, -2.016000, -0.067000
263.33, 178.37, 236.07, -47.533000, -2.006000, -0.048000
272.27, 178.37, 236.07, -47.534000, -2.004000, -0.043000
281.22, 178.37, 236.07, -47.541000, -1.999000, -0.058000
290.17, 178.37, 236.07, -47.546000, -2.004000, -0.057000
299.11, 178.37, 236.07, -47.557000, -1.993000, -0.049000
308.06, 187.32, 236.07, -47.573000, -1.989000, -0.040000
299.11, 187.32, 236.07, -47.579000, -1.989000, -0.040000
290.17, 187.32, 236.07, -47.559000, -2.003000, -0.043000
281.22, 187.32, 236.07, -47.551000, -2.000000, -0.039000
272.27, 187.32, 236.07, -47.542000, -2.003000, -0.037000
263.33, 187.32, 236.07, -47.535000, -2.016000, -0.056000
254.38, 187.32, 236.07, -47.525000, -2.015000, -0.054000
245.43, 187.32, 236.07, -47.523000, -2.031000, -0.063000
236.48, 187.32, 236.07, -47.524000, -2.018000, -0.063000
227.54, 187.32, 236.07, -47.522000, -2.021000, -0.069000
218.59, 187.32, 236.07, -47.526000, -2.023000, -0.075000
209.64, 187.32, 236.07, -47.533000, -2.029000, -0.073000
200.69, 187.32, 236.07, -47.533000, -2.030000, -0.068000
191.75, 187.32, 236.07, -47.547000, -2.033000, -0.084000
182.80, 187.32, 236.07, -47.554000, -2.030000, -0.095000
173.85, 187.32, 236.07, -47.565000, -2.043000, -0.083000
164.90, 196.27, 236.07, -47.580000, -2.040000, -0.105000
173.85, 196.27, 236.07, -47.584000, -2.043000, -0.097000
182.80, 196.27, 236.07, -47.565000, -2.028000, -0.085000
191.75, 196.27, 236.07, -47.550000, -2.033000, -0.087000
200.69, 196.27, 236.07, -47.544000, -2.035000, -0.080000
209.64, 196.27, 236.07, -47.531000, -2.017000, -0.069000
218.59, 196.27, 236.07, -47.525000, -2.018000, -0.068000
227.54, 196.27, 236.07, -47.522000, -2.016000, -0.060000
236.48, 196.27, 236.07, -47.521000, -2.016000, -0.049000
245.43, 196.27, 236.07, -47.511000, -2.019000, -0.048000
254.38, 196.27, 236.07, -47.521000, -2.011000, -0.040000
263.33, 196.27, 236.07, -47.521000, -2.000000, -0.043000
272.27, 196.27, 236.07, -47.528000, -2.003000, -0.026000
281.22, 196.27, 236.07, -47.538000, -1.993000, -0.030000
290.17, 196.27, 236.07, -47.549000, -2.000000, -0.027000
299.11, 196.27, 236.07, -47.558000, -2.001000, -0.017000
299.11, 205.22, 236.07, -47.567000, -1.991000, 0.000000
290.17, 205.22, 236.07, -47.557000, -2.000000, -0.004000
281.22, 205.22, 236.07, -47.546000, -2.004000, -0.013000
272.27, 205.22, 236.07, -47.536000, -2.007000, -0.029000
263.33, 205.22, 236.07, -47.523000, -2.003000, -0.020000
254.38, 205.22, 236.07, -47.518000, -2.010000, -0.032000
245.43, 205.22, 236.07, -47.511000, -2.001000, -0.041000
236.48, 205.22, 236.07, -47.511000, -2.022000, -0.050000
227.54, 205.22, 236.07, -47.508000, -2.011000, -0.058000
218.59, 205.22, 236.07, -47.513000, -2.013000, -0.064000
209.64, 205.22, 236.07, -47.519000, -2.025000, -0.065000
200.69, 205.22, 236.07, -47.526000, -2.026000, -0.082000
191.75, 205.22, 236.07, -47.534000, -2.033000, -0.098000
182.80, 205.22, 236.07, -47.547000, -2.029000, -0.091000
182.80, 214.16, 236.07, -47.544000, -2.040000, -0.099000
191.75, 214.16, 236.07, -47.540000, -2.033000, -0.088000
200.69, 214.16, 236.07, -47.525000, -2.022000, -0.077000
209.64, 214.16, 236.07, -47.522000, -2.015000, -0.062000
218.59, 214.16, 236.07, -47.515000, -2.021000, -0.054000
227.54, 214.16, 236.07, -47.509000, -2.025000, -0.049000
236.48, 214.16, 236.07, -47.507000, -2.014000, -0.034000
245.43, 214.16, 236.07, -47.507000, -2.016000, -0.032000
254.38, 214.16, 236.07, -47.506000, -2.014000, -0.031000
263.33, 214.16, 236.07, -47.512000, -2.013000, -0.021000
272.27, 214.16, 236.07, -47.517000, -2.002000, -0.009000
281.22, 214.16, 236.07, -47.524000, -2.006000, 0.005000
281.22, 223.11, 236.07, -47.524000, -2.000000, 0.014000
272.27, 223.11, 236.07, -47.516000, -1.994000, 0.002000
263.33, 223.11, 236.07, -47.509000, -2.010000, -0.007000
254.38, 223.11, 236.07, -47.503000, -2.022000, -0.015000
245.43, 223.11, 236.07, -47.501000, -2.015000, -0.036000
236.48, 223.11, 236.07, -47.498000, -2.026000, -0.048000
227.54, 223.11, 236.07, -47.495000, -2.013000, -0.058000
218.59, 223.11, 236.07, -47.503000, -2.022000, -0.058000
209.64, 223.11, 236.07, -47.501000, -2.027000, -0.069000
200.69, 223.11, 236.07, -47.509000, -2.022000, -0.095000
200.69, 232.06, 236.07, -47.508000, -2.033000, -0.070000
209.64, 232.06, 236.07, -47.499000, -2.026000, -0.071000
218.59, 232.06, 236.07, -47.493000, -2.017000, -0.060000
227.54, 232.06, 236.07, -47.492000, -2.016000, -0.050000
236.48, 232.06, 236.07, -47.485000, -2.018000, -0.035000
245.43, 232.06, 236.07, -47.486000, -2.013000, -0.029000
254.38, 232.06, 236.07, -47.488000, -2.004000, -0.020000
263.33, 232.06, 236.07, -47.493000, -1.999000, -0.017000
218.59, 249.95, 245.01, -47.471000, -2.021000, -0.064000
227.54, 249.95, 245.01, -47.475000, -2.015000, -0.054000
236.48, 249.95, 245.01, -47.469000, -2.015000, -0.042000
245.43, 249.95, 245.01, -47.467000, -2.012000, -0.038000
281.22, 241.01, 245.01, -47.493000, -2.002000, 0.028000
272.27, 241.01, 245.01, -47.499000, -1.993000, 0.008000
263.33, 241.01, 245.01, -47.490000, -2.004000, -0.010000
254.38, 241.01, 245.01, -47.483000, -2.012000, -0.019000
245.43, 241.01, 245.01, -47.478000, -2.010000, -0.024000
236.48, 241.01, 245.01, -47.482000, -2.007000, -0.039000
227.54, 241.01, 245.01, -47.483000, -2.005000, -0.049000
218.59, 241.01, 245.01, -47.482000, -2.015000, -0.067000
209.64, 241.01, 245.01, -47.482000, -2.021000, -0.075000
200.69, 241.01, 245.01, -47.492000, -2.021000, -0.083000
182.80, 232.06, 245.01, -47.519000, -2.021000, -0.113000
191.75, 232.06, 245.01, -47.523000, -2.025000, -0.081000
200.69, 232.06, 245.01, -47.516000, -2.018000, -0.082000
209.64, 232.06, 245.01, -47.504000, -2.019000, -0.063000
218.59, 232.06, 245.01, -47.500000, -2.023000, -0.053000
227.54, 232.06, 245.01, -47.496000, -2.014000, -0.052000
236.48, 232.06, 245.01, -47.492000, -2.013000, -0.045000
245.43, 232.06, 245.01, -47.492000, -2.015000, -0.031000
254.38, 232.06, 245.01, -47.493000, -2.008000, -0.034000
263.33, 232.06, 245.01, -47.494000, -2.001000, -0.020000
272.27, 232.06, 245.01, -47.498000, -2.001000, 0.015000
281.22, 232.06, 245.01, -47.507000, -1.996000, 0.020000
299.11, 223.11, 245.01, -47.537000, -1.998000, 0.035000
290.17, 223.11, 245.01, -47.549000, -1.998000, 0.023000
281.22, 223.11, 245.01, -47.533000, -1.995000, 0.008000
272.27, 223.11, 245.01, -47.521000, -2.000000, 0.006000
263.33, 223.11, 245.01, -47.515000, -2.003000, -0.010000
254.38, 223.11, 245.01, -47.510000, -2.010000, -0.029000
245.43, 223.11, 245.01, -47.500000, -2.011000, -0.030000
236.48, 223.11, 245.01, -47.498000, -2.005000, -0.057000
227.54, 223.11, 245.01, -47.499000, -2.019000, -0.057000
218.59, 223.11, 245.01, -47.505000, -2.022000, -0.072000
209.64, 223.11, 245.01, -47.512000, -2.021000, -0.075000
200.69, 223.11, 245.01, -47.514000, -2.023000, -0.083000
191.75, 223.11, 245.01, -47.519000, -2.028000, -0.081000
182.80, 223.11, 245.01, -47.531000, -2.024000, -0.106000
164.90, 214.16, 245.01, -47.569000, -2.028000, -0.117000
173.85, 214.16, 245.01, -47.571000, -2.034000, -0.102000
182.80, 214.16, 245.01, -47.557000, -2.023000, -0.097000
191.75, 214.16, 245.01, -47.544000, -2.030000, -0.092000
200.69, 214.16, 245.01, -47.537000, -2.023000, -0.077000
209.64, 214.16, 245.01, -47.522000, -2.021000, -0.074000
218.59, 214.16, 245.01, -47.521000, -2.021000, -0.063000
227.54, 214.16, 245.01, -47.508000, -2.015000, -0.061000
236.48, 214.16, 245.01, -47.513000, -2.008000, -0.054000
245.43, 214.16, 245.01, -47.509000, -2.014000, -0.040000
254.38, 214.16, 245.01, -47.510000, -2.005000, -0.030000
263.33, 214.16, 245.01, -47.513000, -2.001000, -0.017000
272.27, 214.16, 245.01, -47.524000, -2.010000, -0.023000
281.22, 214.16, 245.01, -47.529000, -1.999000, -0.015000
290.17, 214.16, 245.01, -47.541000, -2.001000, 0.004000
299.11, 214.16, 245.01, -47.555000, -1.989000, 0.024000
308.06, 205.22, 245.01, -47.578000, -1.991000, 0.005000
299.11, 205.22, 245.01, -47.582000, -1.993000, -0.008000
290.17, 205.22, 245.01, -47.564000, -2.000000, -0.002000
281.22, 205.22, 245.01, -47.546000, -1.993000, -0.007000
272.27, 205.22, 245.01, -47.538000, -2.010000, -0.025000
263.33, 205.22, 245.01, -47.531000, -2.014000, -0.029000
254.38, 205.22, 245.01, -47.518000, -2.001000, -0.037000
245.43, 205.22, 245.01, -47.519000, -2.014000, -0.036000
236.48, 205.22, 245.01, -47.519000, -2.013000, -0.046000
227.54, 205.22, 245.01, -47.515000, -2.008000, -0.067000
218.59, 205.22, 245.01, -47.521000, -2.017000, -0.057000
209.64, 205.22, 245.01, -47.522000, -2.024000, -0.082000
200.69, 205.22, 245.01, -47.529000, -2.018000, -0.087000
191.75, 205.22, 245.01, -47.539000, -2.024000, -0.084000
182.80, 205.22, 245.01, -47.549000, -2.019000, -0.094000
173.85, 205.22, 245.01, -47.560000, -2.027000, -0.098000
164.90, 196.27, 245.01, -47.583000, -2.035000, -0.104000
173.85, 196.27, 245.01, -47.584000, -2.037000, -0.099000
